,name_en,name_fa,city_id,price_class
608,cafefarvahar,فروهر,16,2
609,pooli,پولی,16,2
610,feloreh,فلوره,16,2
611,manza,مان زا,16,2
612,vip_kazemi,وی آی پی کاظمی,16,2
613,cafebeniz,بنیز,16,2
614,angeram,انگرام,16,2
615,marool,مارول,16,2
616,nuck,ناک,16,2
617,nara,نارا,16,2
618,cluna_firoze,کلانا (فیروزه),16,2
619,chiakoo_pasadaran,چیاکو (پاسداران),16,2
620,delsa_pasadaran,دلسا (پاسداران),16,1
621,lena_tehranpars,لنا (تهرانپارس),16,2
622,viuna_rosha,ویونا (روشا اکسپرس),16,2
623,kaarizno,کاریزنو,16,2
624,nikou,نیکو,16,2
625,aroma_shahrakgolestan,آروما (شهرک گلستان),16,2
626,babel,بابل,16,2
627,hoorfamily,هور خانه فرهنگ و غذا,16,2
628,boncoffee,بن کافی,16,2
629,niwayard,حیاط نیوا,16,2
630,dafaraz,دفراز,16,2
631,narvan_enghelab,نارون (انقلاب),16,2
632,chekad,چکاد,16,2
633,doppio,دوپیو,16,2
634,karkhane,کارخانه,16,2
635,cafe_rosamond,رزاموند,16,2
636,hero_come,هیرو کام,16,2
637,de_france,دو فرانس,16,2
638,cafe_florence,فلورانس,16,2
639,jahroumi,جهرمی,16,2
640,narin_tehranpars,نارین (تهرانپارس),16,2
641,hoorsun_bistro,هورسان بیسترو,16,2
642,galerry_rahimiyeh,گالری رحیمیه,16,2
643,hama,هاما,16,1
644,liza,لیزا,16,2
645,ghasr_iranian,قصر ایرانیان,16,2
646,rotinda,روتیندا,16,2
647,hoora_gallery,گالری هورا,16,2
648,zeus,زئوس,16,2
649,zanan_kochak,زنان کوچک,16,2
650,wolfsden,ولفز دن,16,2
651,raf,رف,16,2
652,cafeboard,برد (مطهری),16,2
653,takhtjamshid,تخت جمشید (سیدخندان),16,2
654,westeria,هتل ویستریا,16,2
655,lunico,لونیکو,16,2
656,byte,بایت,16,2
657,bigharar,بی قرار,16,2
658,chino,چینو,16,2
659,entezar,انتظار,16,2
660,faramoshi,فراموشی,16,2
661,carpet,گالری فرش,16,2
662,ahraar,احرار,16,2
663,stage,استیج,16,2
664,sweeney,سوئینی,16,2
665,shine_toba,شاین (مجتمع طوبی),16,2
666,coyoti,کایوتی,16,2
667,dreamercafe,دریمر,16,2
668,rosario,روزاریو,16,2
669,local,لوکال,16,2
670,taksin2,تک سین,16,2
671,nezamiyeh,عمارت نظامیه,16,2
672,delvar,دل وار,16,2
673,lattehbaz,لته باز,16,2
674,concept,کانسپت,16,2
675,hel,هل,16,2
676,miyan,میان,16,2
677,sarhanghouse,خانه سرهنگ,16,2
678,persiancatmuseum,موزه گربه  ایرانی,16,2
679,mizho_ferdwos,میژو,16,2
680,koranj,کرنج,16,2
681,hononoydonuts_shahrakgharb,هننی دونات (شهرک غرب),16,2
682,kalooshe,کالوشه,16,2
683,sinak,سیناک,16,3
684,bittersweet1,بیترسوییت,16,2
685,ghavam,قوام,16,2
686,armenia_cafe,آرمن یا,16,2
687,vadood,ودود,16,2
688,direct,دایرکت,16,2
689,rozhda,روژدا,16,2
690,rosemilo,رزمیلو,16,2
691,chalet,چلت,16,2
692,ghoghnos,کتاب ققنوس,16,2
693,westeak,وستیک,16,2
694,donutto_pasdaran,دوناتو (پاسداران),16,2
695,pizza_pala,پالا,16,2
696,zaban_ghandi,زبان کلامستان,16,2
697,haft_aseman2,هفت آسمان,16,2
698,emarategowd,عمارت گود,16,2
699,el_soldado,ال سولدادو,16,2
700,record,رکورد,16,2
701,sofre_gallery_goharaneh,سفره گالری گوهرانه,16,2
702,ricotta,ریکوتا,16,2
703,saliztehranpars,سالیز (فلکه دوم تهرانپارس),16,2
704,saliz_farjam,سالیز (فرجام),16,2
705,sevda_atana,سودا (هتل آتانا),16,2
706,sorrisoicecream,سریزو,16,2
707,moncheri,مون چری,16,2
708,doberaa_pasdaran,دوبرا (پاسداران),16,2
709,casa_delchef,کاسا دل,16,2
710,zarafe_tehranpars,زرافه (تهرانپارس),16,2
711,mani_gisha,مانی (گیشا),16,2
712,shahriyar_shariati,شهریار,16,2
713,dice,دایس,16,2
714,mingoo,مینگو,16,2
715,ketabrangi,کتاب رنگی,16,2
716,emarat_atlasi,عمارت اطلسی,16,2
717,gol_hakimieh,گل,16,2
718,boshkeh_satari,بشکه (ستاری),16,2
719,parllan,پارلان,16,2
720,iman,آی من,16,2
721,gade,گعده,16,2
722,raimoon,رایمون,16,2
723,dast,دست,16,2
724,parseh_enghelab,پرسه,16,2
725,sezelei,سه ضلعی,16,2
726,segah,سه گاه,16,2
727,gilardino,جیلاردینو,16,2
728,godar_enghelab,گدار,16,2
729,aroma_beheshti,آروما (بهشتی),16,2
730,forogh_enghelab,فروغ (انقلاب),16,2
731,chobik,چوبیک (عرش آجودانیه),16,2
732,3tkarimkhan,3 تی (کریمخان),16,2
733,code,کد,16,2
734,khiabun,خیابون,16,2
735,offset,افست,16,2
736,dafineh,دفینه,16,2
737,hizom_cafe,هیزم,16,2
738,bamboo_saadatabad,بامبو (سعادت آباد),16,2
739,kolbeh_fadak,کلبه فدک,16,2
740,bastanireza_narmak,بستنی رضا (نارمک),16,2
741,haa_valiasr,ها (ولیعصر),16,2
742,silk_enghelab,سیلک,16,2
743,rocca_lounge,روکا لانژ,16,2
744,sanglaj_topkhane,سنگلج,16,2
745,selini,سلینی,16,2
746,akoa_piruzi,آکوآ (پیروزی),16,2
747,siahosefid,سیاه و سفید,16,2
748,zhelino_abozar,ژلینو (ابوذر),16,2
749,g_pasdaran,ج (پاسداران),16,2
750,syda_saadatabad,خانه بستنی سی دا (سعادت آباد),16,2
751,khosro,خسرو,16,2
752,ketab_iranmal,کتاب (ایران مال),16,2
753,khaneh_doost_kojast,خانه دوست کجاست,16,2
754,pelak_felestin,پلاک (فلسطین),16,2
755,sadaf_tehranpars,صدف (تهرانپارس),16,2
756,maha,ماها,16,2
757,bijan_cafe,بیژن,16,2
758,shadan,شادان,16,2
759,cama,کامارو,16,2
760,chowgan,چوگان,16,2
761,zeecook,زی کوک,16,2
762,ram,رام,16,2
763,lussen,لوسن,16,2
764,nava,نوا,16,2
765,boardland,بردلند,16,2
766,bazdid,بازدید,16,2
767,arabika,عربیکا,16,2
768,murph,مورف,16,2
769,emaratedel,گالری عمارت دل,16,2
770,hich_cafe,هیچ,16,2
771,telma,تلما,16,2
772,sitka,سیتکا,16,2
773,703_resturant,703,16,2
774,alakdolak,الک دولک,16,2
775,viuna_opalsenter,ویونا (اوپال سنتر),16,2
776,ozhen,اوژن,16,2
777,bord_motahari,برد,16,2
778,shemroon_ekbatan,شمرون (اکباتان),16,2
779,amante,آمانته,16,2
780,fantino,فانتینو,16,2
781,bilion,بیلیون,16,2
782,terraceparkcafe,تراس پارک,16,2
783,didar_pasdaran,دیدار,16,2
784,taak_piroozi,تاک,16,2
785,bcafe_zaferanieh,ب کافه,16,2
786,viuna_pelatin,ویونا (پلاتین),16,2
787,istgah_laleh,ایستگاه (لاله),16,2
788,deer,دییر,16,2
789,ghahvesanto,قهوه سنتو,16,2
790,alicafe,علی کافه,16,2
791,elba,البا,16,2
792,kava,کاوا,16,2
793,shincafe,شین,16,2
794,donutto_asp,دوناتو (آ.اس.پ),16,2
795,zhozak_pasdaran,ژوزک (پاسداران),16,2
796,zhozek_sohrevardi,ژوزک (سهروردی),16,2
797,zhozek_tehranpars,ژوزک (تهرانپارس),16,2
798,zhozak_velenjak,ژوزک (ولنجک),16,2
799,plus-dadman,آبمیوه پلاس (دادمان),16,2
800,nanbersan,نانبرسان,16,2
801,nesfjahan-enghelab,نصف جهان (انقلاب),16,2
802,charli-sadeghiye,چارلی (صادقیه),16,2
803,moon-darband,مون (دربند),16,2
804,sharona,شارونا,16,2
805,miiv-jamcenter,بستنی میو (جم سنتر),16,1
806,chahar-o-chahar,کافه چهار و چهار دقیقه,16,2
807,ghooli-cafe,غولی,16,1
808,jazz-cafe,کافه جز,16,2
809,zhowancafe,ژ 1,16,3
810,leparc,لو پارک,16,2
811,persian-sadatabad,پرشین (سعادت آباد),16,2
812,goldon_cafe,گلدون,16,2
813,patogh-hoseiniye-ershad,پاتوق (حسینیه ارشاد),16,1
814,patogh-seidkhandan,پاتوق (سید خندان),16,1
815,surena_cafe,سورنا,16,2
816,tehran-fars,طهران فارس,16,2
817,sayda-shahran,سایدا (شهران),16,2
818,wafflelatte-falah,وافل لته (فلاح),16,1
819,tiyanaz,تیاناز,16,2
820,notellaland,نوتلا لند,16,2
821,rivazh,ریواژ,16,2
822,sahi,ساهی,16,2
823,nelson_club,نلسون کلاپ,16,2
824,mahfelsonatisoltani,محفل سنتی سلطانی (دیزی و قلیان),16,2
825,farnoosh,فرنوش,16,2
826,lawrence,لارنس,16,2
827,parsi,پارسی,16,2
828,sooremehr,سوره مهر,16,2
829,pelato,پلاتو,16,2
830,cafe-tabakhi-kaj,کافه طباخی کاج,16,2
831,4bagh,چهارباغ,16,2
832,boardgame,برد گیم,16,2
833,sorriso_gelato,بستنی لبخند,16,2
834,galeria,گالریا,16,2
835,risterto,ریسترتو,16,2
836,benellilounge,بنلی لانژ,16,2
837,brazza-motahari,برازا (مطهری),16,2
838,donutto-bamland,دوناتو (بام لند),16,1
839,blacklounge-bamland,بلک لانژ (بام لند),16,3
840,ebony,ایبونی,16,2
841,cafe41,کافه 41,16,2
842,cafese,ث,16,2
843,salomba,سالمبا,16,2
844,khancookk,خانکوک,16,2
845,darbar_cafe,دربار,16,2
846,queen,کویین,16,2
847,etefagh,اتفاق,16,2
848,buoncibo,بن چیبو,16,3
849,zhiyan,ژیان(آجودانیه),16,2
850,dorehami_emamzadehhasan,دورهمی,16,2
851,ahoon,آهون,16,2
852,cluna_taleghani,کلانا (طالقانی),16,2
853,dallatera,دالاترا,16,2
854,salomeh,سالومه,16,2
855,rum-bistro,رام بیسترو,16,1
856,vcafe-pasdaran,ویکافه (پاسداران),16,1
857,herman,هرمان,16,2
858,baba-cafe,بابا کافه,16,1
859,shokofeh_farahzad,شکوفه (فرحزاد),16,2
860,nonvaghahve,نون و قهوه,16,2
861,dake_shahrakgolestan,دکه (شهرک گلستان),16,2
862,mahestan-kan,مهستان (کن),16,2
863,piansa,قهوه خیابان ایتالیا (پیانسا),16,2
864,khanefamouri,خانه فاموری,16,2
865,fresco,فرسکو,16,2
866,mandela_jordan,ماندلا (جردن),16,3
867,platform934,سکوی نه وسه چهارم,16,2
868,roshanan,عمارت روشنان,16,2
869,cafetehraan,طهران قدیم,16,2
870,pelak5_tehransar,پلاک 5,16,2
871,do_zardeh,دو زرده,16,2
872,lamiz_farmaniyeh,لمیز(فرمانیه),16,2
873,sheys,شیث,16,2
874,honar_tajrobe,هنرو تجربه,16,2
875,balkon,بالکن,16,2
876,hanna-boutiquehotel,بوتیک هتل حنا,16,3
877,rock_somayeh,راک (سمیه),16,2
878,macklly-nirohavaee,مک لی (نیروی هوایی),16,1
879,rouhi_tajrish,روحی (تجریش),16,2
880,cafechimney-vozara,چیمنی (وزرا),16,1
881,rolinja,رولینجا,16,2
882,samiya,سامیا,16,2
883,poshtboom_keshavarz,پشت بوم (بلوار کشاورز),16,2
884,nivan,نیوان,16,2
885,sepidar,سپیدار,16,2
886,salatin,سلاطین,16,2
887,local2,لوکال,16,2
888,ec1838b1-5d95-4ad6-bc79-767fbba060fd,دیدار,16,2
889,hiro,هیرو,16,2
890,house1307,خانه 1307,16,2
891,viuna_paladiom,ویونا (پالادیوم),16,2
892,lavenderfarmaniye,لوندر (فرمانیه),16,2
893,shahrzad2,تئاتر شهرزاد,16,2
894,tezburrger,تز برگر,16,1
895,denja,دنجا,16,2
896,chimney_niavaran,چیمنی (نیاوران),16,2
897,mito_arg,میتو جلاتو,16,2
898,nesen,نسن,16,2
899,bookalounge,بوکالانج,16,2
900,simoni_pirozi,سیمونی,16,2
901,sweet_dream,رویای شیرین,16,2
902,rocco_cafe_arg,روکو (فودکورت ارگ),16,2
903,baharbeheshti,بهار,16,2
904,tetoo,تتو,16,2
905,donutto,دوناتو,16,2
906,un_valiasr,آن (میدان ولیعصر),16,2
907,zhira,ژیرا,16,2
908,leto,لتو,16,2
909,florian,فلورین (ارگ),16,2
910,dorreh,دُره,16,2
911,ist,ایست,16,2
912,dejavu_ardebili,دژاوو,16,2
913,khancafe_tehranpars,خان کافه,16,2
914,ero,ایرو,16,2
915,fekr_daneshgah,فکر (دانشگاه),16,2
916,chimney-dadman,چیمنی (دادمان),16,1
917,hermo_tehranpars,هرمو (تهرانپارس),16,2
918,sicas,سیکاس,16,2
919,bamdad1,بامداد,16,2
920,viuna_kourosh,ویونا (کوروش),16,2
921,bab_al_bahr,باب البحر,16,3
922,cluna_parkway,کلانا(پارک وی),16,1
923,bamino_baqketab,بامی نو (باغ کتاب),16,2
924,lime_golestan,لایم (گلستان),16,3
925,ch_cafe,چ,16,2
926,kooche_moka,کوچه (موکا سابق),16,2
927,thisfun,دیسفان,16,2
928,cam_cafe,کام,16,2
929,benitacafe_plus,بنیتا پلاس,16,2
930,johaina,جحینا,16,2
931,clunavanak2,کلانا ونک ۲,16,2
932,lamiz_pasdaran,لمیز (پاسداران),16,2
933,lumiere,لومیر,16,1
934,love_ice_cream,محبت,16,2
935,dopiano,دوپیانو,16,2
936,amirchocolate_saadatabad,امیرشکلات (سعادت آباد),16,2
937,downtown_planet,دان تان پلنت,16,3
938,koolak1,کولاک,16,2
939,sakura,ساکورا (فود مارکت آوا ستنر),16,2
940,rebelan,ربلان,16,2
941,movaazi,موازی,16,2
942,xigan,ژیگان,16,2
943,cacta,کاکتا,16,2
944,moon_lounge,مون لانژ,16,3
945,chargoosh_cafe,چارگوش,16,2
946,biscotti,بیسکاتی,16,2
947,h_and_h,اچ اند اچ,16,2
948,foodmarket_avacenter,فودمارکت آوا سنتر,16,2
949,negima,مجموعه نگیما,16,2
950,te_cafe,ت (شریعتی),16,2
951,mehre_nikta,حصار (مهر نیکتا),16,2
952,ocean,اوشن,16,2
953,iran_nutella,ایران نوتلا,16,2
954,mazzo_plus,مازو پلاس,16,2
955,kassab_tajrish,قصاب (تجریش),16,4
956,nakhlestan,نخلستان,16,2
957,epicure,اپیکور,16,1
958,fanus_tarasht,فانوس (طرشت),16,2
959,bajoran,باژوران,16,3
960,seencoffee_niloofar,سین کافه (خیابان نیلوفر),16,2
961,karzin_pasdaran,کارزین (پاسداران),16,2
962,icepack,آیس پک,16,2
963,malas,ملس,16,2
964,glaris,گلاریس,16,2
965,barizan,باریزان,16,2
966,goleyakh_piruzi,گل یخ (پیروزی),16,2
967,crepe_rahechoobi,کرپ (راه چوبی),16,2
968,gelato_plus,جلاتو پلاس (فودکورت ارگ),16,2
969,rozhano,روژانو,16,2
970,emza,امضا (بام لند),16,2
971,baalaa,بالا,16,2
972,tomo_samsenter,تومو (سام سنتر),16,2
973,vicolo_bamland,ویکولو (بام لند ),16,2
974,darolkhelafe,کتاب دارالخلافه,16,2
975,viuna_argtajrish,ویونا ( فودکورت ارگ),16,2
976,qamar,قمر,16,2
977,varf,ورف,16,2
978,roj,روژ,16,2
979,haft_cheshmeh1,هفت چشمه,16,2
980,mehraban,مهربان,16,2
981,bapook,باپوک,16,2
982,viuna_saadatabad,ویونا (سعادت آباد),16,2
983,tehranbeen,تهران بین,16,2
984,cut_cafe,کات,16,2
985,cluna,کلانا,16,2
986,cafe_chance,چنس,16,2
987,hesekhob1,حس خوب,16,2
988,mazeh,مزه,16,2
989,shahoo,آبمیوه بستنی شاهو,16,1
990,royal_lounge,رویال لانژ,16,2
991,cheraghan,چراغان,16,3
992,illycaffe,ایلی (باملند),16,2
993,libro,لیبرو (پالادیوم),16,2
994,downtism,دانتیسم,16,2
995,zofa,زوفا,16,2
996,bonelli,بونلی,16,2
997,delnavazan_sohrevardi,دلنوازان (سهروردی),16,2
998,morocco,موروکو,16,2
999,shandiz_aayani,شاندیز اعیانی,16,3
1000,micmac,میک مک,16,2
1001,creme,کرم (فودکورت رویال تراس),16,3
1002,mansour_tehranpars,منصور (تهرانپارس),16,2
1003,mamali_juicebar,شیرپسته مملی,16,2
1004,palizi,پالیزی,16,2
1005,babarahim,بابا رحیم,16,2
1006,wish,ویش,16,2
1007,iranshahrgallery,گالری ایرانشهر,16,2
1008,maana,فرهنگ و هنر مانا,16,2
1009,riader,رایدر,16,2
1010,serayala,سرای علا,16,2
1011,75,75,16,2
1012,colonel,کلنل,16,2
1013,godo_yas,گودو یاس,16,2
1014,naghsh_vesal,نقش وصال,16,2
1015,siro,سیرو,16,2
1016,namecafe,نام (ولی عصر),16,2
1017,sincere,سینسیر,16,3
1018,house_bread,خانه نان,16,2
1019,fareen,فرین,16,3
1020,sitandgo,سیت اند گو,16,2
1021,muguet,موگه,16,1
1022,cafekobar,کوبار,16,2
1023,raees_palladium,رئیس (پالادیوم),16,2
1024,secondcup,سکند کاپ,16,2
1025,music_vist,ویست موزیک,16,2
1026,sun_star,سان استار,16,2
1027,hannan,قلیان سرای حنان,16,2
1028,cafe_75,کافه 75,16,2
1029,bistrotpop,بیسترو پاپ,16,2
1030,parvaz_cafe,پرواز,16,2
1031,roccopark_marzdaran,روکوپارک (مرزداران),16,2
1032,type,تایپ,16,2
1033,volo_parco,ولو پارکو,16,2
1034,zhowan,ژوان,16,2
1035,cheese_factory,چیزفکتوری,16,2
1036,behdooneh,بهدونه,16,2
1037,carota,کاروتا,16,2
1038,waffle_plus,وافل پلاس,16,2
1039,binam,بی نام,16,2
1040,lidoma_kakh,کاخ لیدوما,16,2
1041,kariz_garden,باغ کاریز,16,2
1042,tabiat-vip,طبیعت VIP,16,2
1043,black_bears,بلک برز,16,2
1044,volga,ولگا,16,2
1045,viand,ویند,16,2
1046,terrace,تراس,16,2
1047,lebiina,لبینا,16,3
1048,amoobiook_icecream,عمو بیوک,16,2
1049,gerrdo,گردو,16,2
1050,nayrika,نایریکا,16,2
1051,karfe,کارفه,16,2
1052,behrozan_tehranpars,بهروزان,16,2
1053,river,ریور,16,2
1054,pat,پات (باشگاه انقلاب),16,2
1055,ashvan,اشوان,16,2
1056,viuna-heravicenter,ویونا (هروی سنتر),16,2
1057,viunaexpress_sana,ویونا اکسپرس (فودکورت سانا),16,2
1058,hes_cafe,حس کافه,16,2
1059,gerand_hayat,گراند حیات,16,2
1060,mania,مانیا,16,2
1061,game-cafe-gik,کافه بازی گیک,16,2
1062,rouhi-cafe,روحی,16,2
1063,peranah,پرانا,16,2
1064,persiangalf,خلیج فارس,16,3
1065,whale,وال,16,2
1066,vozarahotelapartment,هتل آپارتمان وزرا,16,2
1067,del,دل,16,2
1068,ghasremoj,قصرموج,16,2
1069,yama,یاما,16,1
1070,ariana-art-cafe,آریانا آرت کافه,16,2
1071,otagh_enqelab,اتاق,16,2
1072,boulevard,بلوار,16,2
1073,level4,لول فور,16,2
1074,bookcity,شهر کتاب,16,2
1075,music,موسیقی,16,2
1076,diplomat,دیپلمات,16,2
1077,raees-jam,رئیس (جم),16,2
1078,lamiz,لمیز (ونک),16,2
1079,linecafe,لاین کافه(فود کورت پلاتین),16,2
1080,opal,اُپال,16,2
1081,omid,امید (بلوار فردوس غرب),16,2
1082,kariz,کاریز (ترگیل),16,3
1083,azerbaijan_teahouse,قهوه خانه آذربایجان,16,1
1084,sub,صاب,16,2
1085,golestan1,گلستان,16,2
1086,bonjour-cafe,بن ژور,16,3
1087,veis-cafe,کافه رستوران ویس,16,2
1088,rumi,رومی,16,1
1089,radcafe,رد کافی,16,2
1090,cofeyshe,کفیشه,16,2
1091,icecream-reza,بستنی رضا,16,2
1092,hessekhob,حس خوب,16,2
1093,lavan,لاون,16,2
1094,lalrservice,لاله سرویس,16,3
1095,container,کانتینر (دیباجی),16,2
1096,mahour2,ماهور,16,2
1097,saya,سایا,16,2
1098,medico,مدیکو,16,2
1099,vivacaffe,ویوا کافه,16,2
1100,bam,بام,16,2
1101,linette,لینت,16,2
1102,melange,ملانژ,16,1
1103,arme,آرمه,16,1
1104,coffehe-gisha,کافه ه (گیشا),16,2
1105,ovan,اُوان,16,2
1106,emaratshahkar,عمارت شاهکار,16,2
1107,vcafegholhak,ویکافه (قلهک),16,2
1108,raees,رئیس,16,2
1109,tiwan,تیوان,16,2
1110,derakhtginko,درخت ژینکو,16,2
1111,cake-studiousara,کیک استودیوسارا (Asp),16,2
1112,babylon-bistro,بابیلون بیسترو,16,2
1113,cavish,کاویش,16,2
1114,shato,شاتو,16,2
1115,setras,ستراس,16,1
1116,russia,راشا,16,2
1117,papa-cafe,پاپا,16,2
1118,hayatshomare65,حیاط شماره 65,16,2
1119,golha,قهوه خانه گلها,16,2
1120,shade,شید,16,2
1121,africa,آفریقا,16,2
1122,agor,آگر,16,3
1123,elsasaadatabad,السا (سعادت آباد),16,3
1124,parchak-cheese-house,خانه پنیر پرچک,16,2
1125,sinama1,سینما (خانه موزه انتظامی),16,2
1126,viunacafe,ویونا (موزه سینما),16,2
1127,markof,مارکوف,16,2
1128,sinama,سینما (موزه سینما),16,2
1129,labkhand1,لبخند,16,2
1130,upartmaan,آپ آرت مان,16,2
1131,baghmozemoghadam,باغ موزه مقدم,16,1
1132,emaratrooberoo,عمارت روبرو,16,1
1133,shahnameh,شاهنامه,16,2
1134,exit,خروج,16,1
1135,loshaneh,لوشانه,16,2
1136,chaibarcafe,کافه چای بار,16,2
1137,lamizcafe,لمیز(میدان فاطمی),16,1
1138,amir,امیر,16,2
1139,armeniya,آرمنیا,16,2
1140,matino,بستنی متینو,16,2
1141,hotelborjsefid,هتل برج سفید,16,3.0
1142,rick,ریک,16,2.0
1143,ood,عود,16,2.0
1144,deno,دنو,16,2.0
1145,mira,میرا,16,2.0
1146,selfi,سلفی,16,1.0
1147,manoro,مان و رو,16,1.0
1148,atigh,عتیق,16,2.0
1149,amirchocolate,امیرشکلات (تیراژه),16,1.0
1150,roja,روجا,16,2.0
1151,gooshe,گوشه,16,1.0
1152,rang,رنگ,16,2.0
1153,milieu,میلیو,16,2.0
1154,barn,بارن,16,2.0
1155,reera,ری را,16,2.0
1156,bofe-ketab,بوفه کتاب مکتب تهران,16,1.0
1157,hotchocolateniloofar,هات چاکلت نیلوفر,16,1.0
1158,karzin-vanak,کارزین ونک,16,2.0
1159,coco,کوکو,16,2.0
1160,delo,دلو,16,2.0
1161,vcafefelestin,ویکافه (فلسطین),16,2.0
1162,dorsa,درسا,16,3.0
1163,vionaplus,ویونا پلاس,16,1.0
1164,beniceandarzgo,بن آیس (اندرزگو),16,2.0
1165,jelatolab,کارگاه جلاتو,16,2.0
1166,naser,بستنی ناصر,16,1.0
1167,belin,ب لین,16,1.0
1168,melody,ملودی,16,2.0
1169,nescocafe,نسکو,16,2.0
1170,robertocafe,روبرتو,16,2.0
1171,gozar,گذر,16,1.0
1172,dodo,دودو,16,2.0
1173,in,,16,
1174,sepanj,سپنج,16,1.0
1175,lamiz-enghelab,لمیز (انقلاب),16,1.0
1176,lamiz-mirdamad,لمیز (میرداماد),16,1.0
1177,lamiz-tajrish,لمیز (تجریش),16,1.0
1178,shano,شانو,16,2.0
1179,samcoffee2,سام کافه (ونک),16,2.0
1180,sousheh,سوشه,16,1.0
1181,un,آن,16,2.0
1182,hookagi,هوکاجی,16,2.0
1183,cafeeskan,اسکان الوند(شار),16,1.0
1184,nando,ناندو,16,2.0
1185,sadafmirdamad,صدف(میرداماد),16,2.0
1186,panjere,پنجره,16,2.0
1187,khas,خاص,16,2.0
1188,samcofe,سام کافه (سام سنتر),16,2.0
1189,cofenaderi,کافه نادری,16,2.0
1190,kincoofe,کین,16,2
1191,liv-liv,لیو وان,16,3
1192,nazdikcoofe,نزدیک کتاب,16,2
1193,anso,آنسو,16,2
1194,part,پارت کافه,16,1
1195,ascoffe,آس,16,2
1196,raya,رایا,16,1
1197,kajeh,کاژه,16,2
1198,oriant,اوریانت,16,2
1199,emarat-res,عمارت (تهرانپارس),16,2
1200,viuna-milad,ویونا (برج میلاد),16,2
1201,lavender,لوندر (زعفرانیه),16,2
1202,andora,آندورا,16,2
1203,leoncaffee,لئون,16,2
1204,viunanoor,ویونا(دریای نور),16,2
1205,langin-shahrakgharb,لانجین (شهرک غرب),16,2
1206,langingandi,لانجین (گاندی),16,2
1207,cafe-sadaf,صدف(ولیعصر),16,1
1208,lido,لیدو,16,2
1209,vorta,کیک استدیو ورتا,16,1
1210,paradizu,پارادیزو (مطهری),16,2
1211,doris,دوریس,16,2
1212,shandizsoor,سور,16,3
1213,coffeelime,کافه لایم,16,2
1214,coffeesolehvanak,کافه سله (ونک),16,1
1215,amirshokolatfarmanieh,امیر چاکلت(فرمانیه),16,2
1216,b133,سن مارکو,16,1
1217,b30,آلبالو سیاه,16,2
1218,b130,نارون,16,2
1219,b36,سها,16,2
1220,b65,کنج,16,2
1221,b6,الیزه,16,2
1222,spidgah,سپیدگاه,16,2
1223,loupato,لوپتو (یاسمن),16,3
1224,b19,زیپو,16,2
1225,paeez98shahrara,پائیز 98,16,2
1226,b60,امید,16,1
1227,b34,شونیز,16,2
1228,saghdoosh,ساقدوش,16,2
1229,first_cup_cafe,فنجان اول,16,2
1230,b109,طلائی,16,2
1231,spu,اس پی یو,16,3
1232,b21,یاشل,16,2
1233,selin,سلین,16,2
1234,b23,میتا کیش,16,2
1235,pesto,پستو,16,2
1236,pop,پاپ,16,2
1237,lamizvaliasr,لمیز(ولیعصر),16,2
1238,icafe,آی کافه (iCafe),16,2
