,id,Name,Perfect,Good,Ok,Bad,Very Bad
237,237,melo,6,0,0,0,0
238,238,honar_cafe,16,24,8,3,3
239,239,shahraan,0,0,0,0,0
240,240,khanehsaboo,0,0,0,0,0
241,241,baharak,0,0,0,0,0
242,243,synod,1,0,0,0,0
243,244,shaniya,2,0,0,0,0
244,245,robaee,1,0,0,0,0
245,246,cafekhamiz,0,0,0,0,0
246,247,harik,12,10,0,1,2
247,248,darya_baz,15,10,8,2,5
248,249,coffemarket,0,0,0,0,0
249,250,nanjam,0,0,0,0,0
250,251,natur,1,0,0,0,0
251,252,number6,0,0,0,0,0
252,253,sweet_angel_pastry,0,0,0,0,0
253,254,royalgalesi,0,0,0,0,0
254,255,idea_cafe,1,0,0,0,0
255,256,madaeen,27,23,10,2,7
256,257,avrin,3,0,0,0,0
257,258,belinski,6,1,0,0,0
258,259,barmancafe,0,0,0,0,0
259,260,beatbistro,8,3,2,2,0
260,261,caferack,18,19,11,4,3
261,262,sweet-blissniyavaran,26,11,2,2,2
262,263,chimney,29,13,18,9,18
263,264,shemroon_gharb,4,3,3,0,0
264,265,golliyancafe,4,0,0,0,0
265,266,bamerey,18,6,10,1,8
266,267,avani,98,52,8,5,13
267,268,noosheh,1,3,2,1,1
268,269,shemroon-baamland,15,30,23,12,30
269,270,viuna-tajrish,3,6,2,1,0
270,271,dantecaferestaurant,19,37,14,14,12
271,272,almond,4,2,1,0,0
272,273,parpirar,7,1,0,2,1
273,274,ava_plus,7,2,1,0,1
274,275,izar,4,5,3,5,5
275,276,captain_lounge,39,28,19,16,20
276,277,nattlisohrevardi,14,8,4,0,3
277,278,borito,39,40,18,10,19
278,279,cafe365,0,0,0,0,0
279,280,cafe_13,0,0,0,0,0
280,281,cafe_do_hasht,0,0,0,0,0
281,282,soora_coffee_restaurant,0,0,0,0,0
282,283,mescafe,0,0,0,0,0
283,284,clavier,0,0,0,0,0
284,285,crescendo,1,0,0,0,0
285,286,tehroonchi,0,0,0,0,0
286,287,insidecafe,0,0,0,0,0
287,288,cafe_snake,0,0,0,0,0
288,289,hobo_lounge,0,0,0,0,0
289,290,ariya_restaurant_sonati,0,0,0,0,0
290,291,hemera_tehran,0,0,0,0,0
291,292,herma_cafe,0,0,0,0,0
292,293,levicafe,0,0,0,0,0
293,294,emaratehoor,0,0,0,0,0
294,295,open_mindcafe,0,0,0,0,0
295,296,niki_caferestaurant,0,0,0,0,0
296,297,maronbar,0,0,0,0,0
297,298,mashacafe_evinhotel,0,0,0,0,0
298,299,odessa,1,1,0,0,0
299,300,dolitcafe,0,0,0,0,0
300,301,cafemostaghel,0,0,0,0,0
301,302,roseofpersia,0,0,0,0,0
302,303,bell,0,0,0,0,0
303,304,coffeemarat7hoz,0,0,0,0,0
304,305,alenda,0,0,0,0,0
305,306,nobu_tehran,0,0,0,0,0
306,307,grossi_restaurant,0,0,0,0,0
307,308,fisherabadcoffee,0,0,0,0,0
308,309,rota_lounge,1,0,0,0,0
309,310,rhinocafeclub,0,0,0,0,0
310,311,ronak_gardencafe,0,0,0,0,0
311,312,prisca_cafe_restaurant,0,0,0,0,0
312,313,cafe_beynolmelal,0,0,0,0,0
313,314,odette_cafe,0,0,0,0,0
314,315,cozylounge,0,1,0,0,0
315,316,baccara_cafe,0,1,0,0,0
316,317,fidar,0,0,0,0,0
317,318,baraz,0,0,0,0,0
318,319,sesenik,0,0,0,0,0
319,320,bonak_cafe,0,1,0,0,0
320,321,garas,0,0,0,0,0
321,322,cafe_clavier,0,0,0,0,0
322,323,cafe_darbar,0,0,0,0,0
323,324,routinecoffee,0,0,0,0,0
324,325,look_cafe,0,0,0,0,0
325,326,jiliz_viliz_romi,0,0,0,0,0
326,327,cafekonj,0,0,0,0,0
327,328,lounge12,0,0,0,0,0
328,329,maktabe_ghahve,0,0,0,0,0
329,330,cafe_karbon,0,0,0,0,0
330,331,zeehouse,0,1,0,0,0
331,332,braftto,0,0,0,0,0
332,333,lidopluss,0,1,0,0,0
333,334,wantedfastfood,0,0,0,0,0
334,335,zhiner_plus,0,0,0,0,0
335,336,loutra,0,0,0,0,0
336,337,52hz_cafe,0,0,0,0,0
337,339,cafe_bavar,0,0,0,0,0
338,340,diversolounge,0,0,1,0,1
339,341,interni_gharb,0,1,0,0,0
340,342,deer_factory,0,0,0,0,0
341,343,blackbox_artcenter,0,0,0,0,0
342,344,delin_cafe,0,0,0,0,0
343,346,laminerlounge,0,0,1,0,0
344,347,riva_platin,0,0,0,0,0
345,348,emcafe,0,0,0,0,0
346,350,locadonut_niavaran,0,0,0,0,0
347,351,locadonut_fereshteh,0,0,0,0,0
348,352,locadonut_saadatabad,0,0,0,0,0
349,353,kohenor,0,0,0,0,0
350,354,cafevalhalla,0,0,0,0,0
351,357,ghahve_khan,0,0,0,0,0
352,359,shaghayegh_cafe,0,0,0,0,0
353,360,lavender_fereshteh,0,0,0,0,0
354,361,film_classic,1,2,0,0,0
355,362,raman_farahzadi,0,0,0,0,0
356,363,ruchik,0,0,0,0,0
357,365,home_alborz,0,0,0,0,0
358,366,cafehaft7,0,0,0,0,0
359,367,shebrocafe,0,0,0,0,0
360,368,brunchetto,0,0,0,0,0
361,369,barsincoffee,0,0,0,0,0
362,370,adisheh_lounge1,0,0,0,0,0
363,371,golzar_cafe,0,0,0,0,0
364,372,cafe_chaai,0,1,0,1,0
365,373,avli,0,0,0,0,0
366,374,loafboxbakery,0,0,0,0,0
367,375,meri,0,0,0,0,0
368,376,blucasa2,0,0,0,0,0
369,377,blucasa3,0,0,0,0,0
370,378,yankee,0,0,0,0,0
371,379,c2,0,0,0,0,0
372,380,hezarafsan,0,0,0,0,0
373,381,philosophique,0,0,0,0,0
374,382,prologue_cafe,0,0,0,0,0
375,383,the_d_project_cafe,0,0,0,0,0
376,384,lavielounge,0,0,0,0,0
377,386,gravity,0,1,0,0,0
378,387,cafe_ashkboos,1,0,0,0,0
379,388,cafe_puzzle,0,0,0,0,0
380,389,rolexlounge,0,0,0,0,0
381,390,celato,0,0,0,1,0
382,391,chakmozniavaran,0,0,0,0,0
383,392,adora,0,0,0,0,0
384,393,karzin_mehrabad,0,0,0,0,0
385,394,kurehcafeandworkshop,0,0,0,0,0
386,395,karzin_enghelab,0,0,0,0,0
387,396,karzin_niavaran,0,1,0,0,0
388,397,karzin_gharb,0,0,0,1,0
389,398,cafeclover,1,0,0,0,0
390,399,gamerepublic,0,0,0,0,0
391,401,beliton,0,0,0,1,0
392,402,rabocaf,0,0,0,0,0
393,403,vario,0,0,0,0,0
394,404,vibecafevip,0,1,0,0,0
395,406,luigi_gisha,0,0,2,0,0
396,407,luigi_tirazhe,1,0,0,0,0
397,408,luigi_land,0,0,0,0,0
398,409,restaurant_sarashpaz_tuba,0,0,0,0,0
399,410,lavender_jordan,0,0,0,0,0
400,411,tissa_lounge,1,0,0,0,0
401,412,deiox_cafe,0,2,0,0,0
402,413,lanima_restaurant,3,1,1,0,1
403,414,wanderinginprague,0,0,0,0,0
404,415,little_italy,1,0,0,0,0
405,416,laluce_restaurant,0,0,0,0,0
406,417,kaiser_cafe_restaurants,0,0,0,0,0
407,418,majolcafe,0,0,0,0,0
408,420,shahkuh,1,0,0,0,0
409,421,anobani,0,0,0,0,0
410,422,ebteda_cafe,0,0,0,0,0
411,423,khaneatlasi,0,0,0,0,0
412,424,mocafe,0,0,0,0,0
413,425,nezamiyeh_boutique_hotel,0,0,0,0,0
414,426,divaa_cafe,1,0,0,0,0
415,427,2shotcafe,0,0,0,0,0
416,428,shamsa_house,0,0,0,0,0
417,429,jayidigarbookcafe,0,0,0,0,0
418,430,justfresh,0,0,0,0,0
419,431,cafetehroonkandovan,1,1,0,0,0
420,432,mito,1,0,0,0,0
421,434,sharbatkhaneh_iranmall,0,0,0,0,0
422,436,kavich_andarzgu,0,0,0,0,0
423,437,cafe_burka,0,0,0,0,0
424,438,vania_pastry_cafe,0,0,0,0,0
425,439,karno_food,0,0,0,0,0
426,440,interni,1,0,2,1,0
427,441,ketab_niyavaran,0,0,0,0,0
428,442,sambisam,3,0,0,0,0
429,443,saraye_arghavan,0,0,0,0,0
430,444,seen_college,0,1,0,0,0
431,445,lotus_restaurant,0,0,0,0,0
432,446,pegaharthouse,0,0,0,0,0
433,447,cafedaj,0,0,0,0,0
434,448,nonstop_cafe,0,1,0,0,0
435,449,khaneh_nafisa_saadatabad,0,0,0,0,0
436,450,vahebookcafe,0,0,0,0,0
437,451,cafe_clinic,0,1,0,0,0
438,452,razzaz_boutique,0,0,0,0,0
439,453,pera,0,0,0,0,0
440,454,osho_cafe,0,0,0,0,0
441,455,tehrooncafe_iranshahr,0,0,0,0,0
442,456,hozekashi,0,0,0,0,0
443,457,sinaancafe,0,0,0,0,1
444,458,redcafe_takeaway,0,0,0,0,0
445,459,coferesturan_theone,0,0,0,0,0
446,460,cafelanti,0,0,0,0,0
447,461,diba_mirdamad,0,0,0,0,0
448,462,dobarbakery2,0,0,0,0,0
449,463,dobarbakery,0,0,0,0,0
450,464,alsocafe,0,0,0,0,0
451,465,havaliedelbar,0,0,0,0,1
452,466,serbon,0,0,0,0,0
453,467,hasht_behesht,0,0,0,0,0
454,468,bal_iranmal,2,1,1,0,1
455,469,bal_jordan,0,0,0,0,0
456,470,pets,0,0,0,0,0
457,471,matsu_lounge,0,0,0,0,1
458,472,lamoure_org,0,0,0,0,0
459,474,roomeroonrestaurant,0,0,0,0,0
460,475,pastofood,1,0,0,0,0
461,476,paypar_complex,0,0,0,0,0
462,478,rischee29,0,0,0,0,0
463,479,rosettcafe,0,0,0,0,0
464,480,chaikenar,0,0,0,0,1
465,481,garnet,0,0,0,0,0
466,482,cafe_baran1,0,0,0,0,0
467,483,central_caferestaurant,0,0,0,0,0
468,485,cafe_ceramic,0,0,0,0,0
469,486,cafe_theatre,0,0,0,0,0
470,487,cafe_greenbean,0,0,0,0,0
471,488,pantheon_cafe_resturant,0,0,0,0,0
472,489,cafe__zehn,0,0,0,0,0
473,490,lorenzo_lounge,0,1,0,0,1
474,491,cafediamond,0,0,1,0,0
475,492,hattrick_cafe,0,0,0,0,0
476,493,cafe_boardica,0,0,0,0,0
477,494,fekrkade_complex_opal,0,0,0,0,0
478,495,mysterybox,0,0,0,0,0
479,496,pol_art,0,0,0,0,0
480,498,cafe_arsh,0,0,0,0,0
481,499,royalrosecafe,0,0,0,0,0
482,500,ravicafegallery,0,0,0,0,0
483,501,shar_lounge,0,0,0,0,0
484,502,maya_cottage,0,0,0,0,0
485,503,schonbrunn,4,1,1,1,3
486,504,amore_cafee,1,0,0,0,0
487,505,objet,0,0,0,0,0
488,506,pensocafe,0,0,0,0,0
489,507,toos_cafe,0,0,0,0,0
490,508,paprika__house,0,1,0,0,0
491,509,marjolainegateau,0,0,0,0,0
492,510,delpiano_caferestaurant,0,0,0,0,0
493,511,novel_cafe_restaurant,0,0,0,0,0
494,512,rion_restaurant,0,0,0,0,0
495,513,mahed,0,0,0,0,0
496,514,bluma,2,0,0,0,0
497,515,dam_cafe,0,0,0,0,0
498,516,cafeviunasohrevardi,0,1,0,0,0
499,517,dibacheh_mansion,2,0,0,1,1
500,518,morralounge,4,0,1,0,0
501,519,mann_book_cafe,0,0,0,0,0
502,520,zi_cafee,0,0,0,0,0
503,521,hug_cafe_house,0,0,0,0,0
504,522,theyard,0,0,0,0,0
505,523,cafeneshin1,0,0,0,0,0
506,525,avana_cafe,0,0,0,1,0
507,526,roomeroon,0,0,0,0,0
508,527,zahira_lounge,0,1,0,0,0
509,528,ruby,0,0,0,1,1
510,529,trend,1,0,0,0,0
511,530,impresso,0,0,0,0,0
512,531,nicki_lounge,0,0,0,0,0
513,532,injacafe,1,2,0,0,0
514,533,abtin_icecream,0,0,0,1,0
515,534,hoomaan,0,0,0,0,0
516,535,scoffee,0,0,0,0,0
517,536,jaryan,0,0,0,0,1
518,538,lotus_fruitjuice,0,0,0,0,0
519,539,cafe08,0,0,0,0,0
520,540,link_andarzgo,1,0,0,0,0
521,542,telma_valiasr,0,0,0,0,0
522,543,roostar_bakery,0,0,0,0,0
523,544,cityteras,0,1,0,0,1
524,545,jeunviecafe,0,0,0,0,0
525,546,ctplus,0,0,0,0,0
526,547,saadabad,0,0,0,0,0
527,548,kaya1,1,0,0,0,0
528,549,aknoon_evin,0,0,0,0,0
529,550,carvel_andarzgoo,0,0,0,0,0
530,551,zhabiz_lounge,2,0,1,0,5
531,552,hamneshinn,0,0,0,0,0
532,553,mahur_shahrakgharb1,0,0,0,0,0
533,554,hub,2,0,0,0,0
534,555,klendygelato,1,0,0,0,0
535,556,cafe_comma,0,0,1,0,2
536,557,delvazcafe,0,0,0,0,0
537,558,saddleroom,0,0,0,0,0
538,560,vitamine_babataher,0,0,0,0,0
539,561,groke_cafe,0,0,0,0,0
540,562,lozan,1,0,0,0,0
541,563,container2,1,0,0,0,0
542,564,sizdah50,0,0,0,0,0
543,565,risotto_zaferanih,0,0,0,0,0
544,566,emaratpelak85,3,0,1,0,2
545,567,dreamlandclub,0,0,0,0,0
546,568,tehran_tehran1,0,0,0,0,0
547,569,elmaso,1,0,1,0,0
548,570,kheshte_behesht,2,0,0,0,0
549,571,tarikh,0,1,0,0,0
550,572,unis,0,0,1,0,0
551,573,sayda_shahran,0,1,0,0,0
552,574,sweetbar_ir,0,0,0,0,0
553,575,radiocity_lounge,0,0,0,0,1
554,576,la_maison_du,0,0,0,0,0
555,577,bellobistro,0,0,0,0,0
556,578,cafe40,0,0,0,0,0
557,579,cynthia,1,2,0,0,0
558,580,eliasaam,1,4,1,1,1
559,581,rackan,0,0,1,0,0
560,582,koli_cafe,0,0,0,0,0
561,583,pagani,0,0,0,0,1
562,584,leevan_zoghalchi,1,0,0,0,0
563,585,dandehshisha,0,0,0,0,0
564,586,caffenoon,0,0,0,0,0
565,587,terasideh,0,0,0,0,0
566,588,restaurantyasmina,0,0,0,0,0
567,589,sky_lounge,0,0,0,1,5
568,590,lertcafe,0,0,0,0,0
569,591,arnoosh_home,0,0,0,0,0
570,592,24saadatabad,0,0,0,0,0
571,593,miraarthouse,0,2,0,0,0
572,594,corleone,0,1,0,0,0
573,595,danteh_marzdaran,1,0,0,0,1
574,596,yar_mansion,4,5,4,2,0
575,597,fermo,1,0,0,0,0
576,598,shaparak_jomhori,0,0,0,0,0
577,599,spinach,0,0,0,0,0
578,600,samaaflak,0,0,0,0,0
579,601,dorche_opal,1,1,0,0,0
580,602,pirashki_khosravi,1,0,0,0,0
581,603,rahas,0,0,0,0,0
582,604,ivancafe,2,2,0,0,0
583,605,tierra,1,0,0,0,0
584,606,yaserkhan,0,0,0,0,0
585,608,cafefarvahar,1,0,0,0,0
586,610,feloreh,0,0,0,0,0
587,611,manza,0,2,1,0,0
588,612,vip_kazemi,0,1,0,0,0
589,614,angeram,0,0,0,0,0
590,615,marool,0,0,0,0,0
591,616,nuck,1,0,0,0,0
592,618,cluna_firoze,0,1,0,0,0
593,619,chiakoo_pasadaran,0,0,0,0,0
594,620,delsa_pasadaran,0,0,0,1,0
595,621,lena_tehranpars,0,0,0,0,0
596,622,viuna_rosha,1,0,0,0,0
597,623,kaarizno,0,1,0,0,0
598,624,nikou,3,2,0,0,0
599,625,aroma_shahrakgolestan,0,0,0,0,0
600,626,babel,1,0,0,0,0
601,627,hoorfamily,2,4,0,0,1
602,629,niwayard,0,0,0,0,0
603,630,dafaraz,0,0,0,1,0
604,631,narvan_enghelab,0,1,0,0,0
605,632,chekad,0,0,0,0,0
606,633,doppio,0,0,0,0,0
607,634,karkhane,0,1,0,1,0
608,635,cafe_rosamond,0,0,0,0,0
609,636,hero_come,13,1,0,0,0
610,637,de_france,0,0,0,0,0
611,638,cafe_florence,2,0,0,1,0
612,641,hoorsun_bistro,0,1,0,0,0
613,642,galerry_rahimiyeh,0,0,0,0,0
614,643,hama,0,0,0,0,0
615,644,liza,1,1,0,0,0
616,645,ghasr_iranian,0,2,0,0,0
617,646,rotinda,0,0,0,0,0
618,647,hoora_gallery,0,1,0,0,0
619,648,zeus,0,0,0,0,0
620,649,zanan_kochak,3,0,0,0,0
621,650,wolfsden,1,0,0,0,2
622,651,raf,1,0,0,0,0
623,652,cafeboard,0,0,0,0,0
624,653,takhtjamshid,0,0,0,0,0
625,654,westeria,0,0,0,0,0
626,655,lunico,3,1,0,0,0
627,656,byte,1,1,0,0,0
628,657,bigharar,0,0,0,0,0
629,658,chino,1,0,0,0,0
630,659,entezar,0,0,0,0,0
631,660,faramoshi,0,1,0,0,0
632,661,carpet,0,0,0,0,0
633,662,ahraar,1,0,0,0,0
634,663,stage,0,0,0,0,0
635,664,sweeney,0,2,0,0,0
636,665,shine_toba,0,0,0,0,0
637,666,coyoti,0,0,0,0,0
638,667,dreamercafe,0,1,0,0,0
639,668,rosario,1,0,0,0,2
640,669,local,0,1,0,0,1
641,670,taksin2,2,0,0,0,0
642,671,nezamiyeh,0,1,0,0,0
643,673,lattehbaz,0,0,0,0,0
644,674,concept,0,0,0,0,0
645,675,hel,0,0,0,0,0
646,676,miyan,2,0,0,0,0
647,678,persiancatmuseum,2,2,0,0,0
648,679,mizho_ferdwos,1,2,0,0,0
649,680,koranj,1,1,0,0,0
650,681,hononoydonuts_shahrakgharb,1,0,0,0,0
651,682,kalooshe,0,0,0,0,0
652,683,sinak,0,0,0,0,0
653,684,bittersweet1,4,0,0,0,0
654,685,ghavam,1,0,0,0,0
655,686,armenia_cafe,0,2,0,0,0
656,687,vadood,0,0,0,0,0
657,688,direct,0,1,0,0,0
658,689,rozhda,0,0,0,0,0
659,690,rosemilo,4,1,2,1,5
660,691,chalet,2,3,1,0,5
661,692,ghoghnos,7,1,1,0,1
662,693,westeak,2,0,0,1,0
663,694,donutto_pasdaran,0,0,0,0,0
664,695,pizza_pala,1,0,0,0,0
665,696,zaban_ghandi,0,1,0,0,0
666,697,haft_aseman2,6,2,1,0,0
667,698,emarategowd,14,5,4,3,6
668,699,el_soldado,0,0,1,0,0
669,700,record,0,0,0,0,0
670,701,sofre_gallery_goharaneh,0,0,0,0,0
671,702,ricotta,0,0,0,0,0
672,703,saliztehranpars,0,0,0,0,0
673,704,saliz_farjam,0,0,0,0,0
674,705,sevda_atana,1,0,0,0,0
675,706,sorrisoicecream,2,0,0,0,1
676,707,moncheri,1,1,0,0,0
677,708,doberaa_pasdaran,4,2,1,2,0
678,709,casa_delchef,4,1,0,0,0
679,710,zarafe_tehranpars,0,0,0,0,0
680,711,mani_gisha,0,0,0,0,0
681,712,shahriyar_shariati,0,1,1,0,0
682,713,dice,5,0,1,1,0
683,714,mingoo,0,0,0,0,0
684,715,ketabrangi,2,0,0,0,0
685,716,emarat_atlasi,9,2,1,1,2
686,717,gol_hakimieh,0,1,0,0,0
687,718,boshkeh_satari,0,0,0,0,0
688,719,parllan,0,0,0,0,0
689,720,iman,1,1,0,0,1
690,721,gade,0,0,0,0,0
691,722,raimoon,1,0,0,0,0
692,723,dast,1,2,0,0,0
693,724,parseh_enghelab,4,2,0,0,0
694,725,sezelei,0,1,0,0,0
695,726,segah,4,0,0,0,0
696,727,gilardino,0,3,0,1,0
697,728,godar_enghelab,3,3,0,1,1
698,729,aroma_beheshti,4,0,0,0,0
699,730,forogh_enghelab,1,1,0,0,0
700,731,chobik,0,0,0,0,0
701,732,3tkarimkhan,0,1,0,0,0
702,733,code,2,0,0,0,0
703,734,khiabun,1,0,0,0,1
704,735,offset,2,4,1,0,1
705,736,dafineh,1,0,0,0,0
706,737,hizom_cafe,0,0,0,0,0
707,738,bamboo_saadatabad,0,0,0,0,0
708,739,kolbeh_fadak,0,0,0,0,0
709,740,bastanireza_narmak,2,1,0,1,1
710,741,haa_valiasr,1,0,0,0,0
711,742,silk_enghelab,1,0,0,0,0
712,743,rocca_lounge,2,4,1,0,2
713,744,sanglaj_topkhane,0,0,0,0,0
714,745,selini,2,0,2,0,0
715,746,akoa_piruzi,7,1,1,0,1
716,747,siahosefid,0,0,0,0,0
